"name","longitude","latitude","prov","date","key"
"Helianthus anomalus",-114.09082,36.40957,"gbif",2018-05-01,"2270532877"
"Helianthus anomalus",-111.310867,37.647099,"gbif",2018-09-12,"1914317119"
"Helianthus anomalus",-118.4218,39.2503,"gbif",2017-06-10,"2270497551"
"Helianthus anomalus",-111.667643,37.079157,"gbif",2015-05-14,"2270697829"
"Helianthus anomalus",-113.43,37.04778,"gbif",2010-05-12,"2422484242"
"Helianthus anomalus",-109.985205,36.8609419990942,"gbif",2010-09-15,"1846541009"
"Helianthus anomalus",-114.160278,36.856944,"gbif",2005-04-30,"1304594488"
"Helianthus anomalus",-114.16031,36.85689,"gbif",2005-04-30,"1927856143"
"Helianthus anomalus",-118.4156,39.2501,"gbif",2005-06-07,"1929019434"
"Helianthus anomalus",-112.3123,39.7382,"gbif",2005-01-01,"1304286284"
"Helianthus anomalus",-109.513,36.9525,"gbif",2005-01-01,"1304286287"
"Helianthus anomalus",-110.5728,38.6029,"gbif",2005-01-01,"1304286300"
"Helianthus anomalus",-110.3831,38.8418,"gbif",2005-01-01,"1304286303"
"Helianthus anomalus",-111.8787,37.1012,"gbif",2003-09-05,"1986952770"
"Helianthus anomalus",-118.418611,39.2775,"gbif",1995-06-24,"1304386800"
"Helianthus anomalus",-118.41861,39.2775,"gbif",1995-06-24,"2422311801"
"Helianthus anomalus",-112.37,39.65,"gbif",1994-08-23,"1930330592"
"Helianthus anomalus",-112.8661,40.2023,"gbif",1991-09-14,"1928883374"
"Helianthus anomalus",-118.8475,39.583056,"gbif",1989-06-04,"1846499888"
"Helianthus anomalus",-118.8458,39.5843,"gbif",1989-06-04,"1927793766"
"Helianthus anomalus",-113.036,40.274639,"gbif",1989-07-26,"1986992554"
"Helianthus anomalus",-110.033333,38.8,"gbif",1987-08-19,"1304380854"
"Helianthus anomalus",-110.03333,38.8,"gbif",1987-08-19,"2422346986"
"Helianthus anomalus",-113.8,37.02,"gbif",1985-05-14,"1928432632"
"Helianthus anomalus",-118.4343,39.4535,"gbif",1984-08-18,"1927816286"
"Helianthus anomalus",-112.5684,39.07339,"gbif",1984-09-01,"1928325723"
"Helianthus anomalus",-111.5889,37.0293,"gbif",1983-05-25,"1929100612"
"Helianthus anomalus",-114.4642,36.6016,"gbif",1983-05-16,"1929463915"
"Helianthus anomalus",-114.1092,36.4123,"gbif",1983-06-21,"1928733083"
"Helianthus anomalus",-110.5723,37.45427,"gbif",1983-06-07,"1929361868"
"Helianthus anomalus",-111.25,37.48,"gbif",1983-08-04,"1929857285"
